Distance_m,Obstacle_Count,Obstacle_Type,Noise_Power_dBm,Received_SNR_dB,Total_Path_Loss_dB,BER,Is_Outage
64.67,1,Glass,-65.96,7.69,78.27,0.0001,False
166.15,3,Glass,-80.2,9.74,90.46,0.0,False
128.24,0,None,-68.25,6.04,82.21,0.0027,False
36.72,2,Glass,-63.23,7.87,75.35,0.0001,False
45.72,4,Glass,-92.14,30.88,81.26,0.0,False
63.0,1,Glass,-67.34,9.3,78.04,0.0,False
57.65,3,Glass,-75.96,14.69,81.27,0.0,False
115.09,3,Concrete,-79.5,-11.78,111.28,0.3513,True
137.13,1,Glass,-88.19,23.39,84.8,0.0,False
70.6,3,Concrete,-84.97,-2.06,107.03,0.1326,True
71.45,4,Concrete,-70.99,-26.14,117.13,0.4751,True
43.52,3,Glass,-93.65,34.82,78.83,0.0,False
29.29,2,Concrete,-60.92,-8.47,89.39,0.298,True
28.65,4,Concrete,-74.97,-14.23,109.2,0.3895,True
70.62,0,None,-86.03,28.99,77.03,0.0,False
25.11,4,Glass,-66.86,10.81,76.05,0.0,False
61.67,1,Glass,-77.65,19.79,77.86,0.0,False
83.5,1,Concrete,-99.27,30.78,88.49,0.0,False
22.8,2,Glass,-91.96,40.74,71.21,0.0,False
37.19,0,None,-66.08,14.61,71.46,0.0,False
60.41,1,Concrete,-65.21,-0.46,85.68,0.0894,False
105.97,4,Glass,-88.11,19.55,88.56,0.0,False
87.35,3,Concrete,-73.6,-15.28,108.88,0.4051,True
65.83,1,Glass,-60.85,2.43,78.42,0.034,False
196.32,4,Glass,-76.23,2.31,93.91,0.0322,False
60.37,3,Concrete,-74.76,-10.91,105.67,0.349,True
67.85,4,Glass,-89.49,24.81,84.69,0.0,False
88.49,1,Concrete,-73.95,4.96,88.99,0.0057,False
94.04,2,Concrete,-65.01,-14.51,99.52,0.391,True
185.14,3,Glass,-68.98,-2.42,91.4,0.1379,True
136.32,4,Glass,-90.21,19.47,90.75,0.0,False
98.48,1,Concrete,-89.05,19.13,89.92,0.0,False
95.89,1,Glass,-79.19,17.5,81.69,0.0,False
191.65,4,Concrete,-99.82,-5.88,125.7,0.2365,True
184.31,3,Concrete,-82.24,-13.13,115.37,0.3861,True
187.21,2,Glass,-97.87,28.37,89.5,0.0,False
177.76,3,Concrete,-62.23,-32.82,115.05,0.4765,True
199.12,1,Glass,-74.65,6.61,88.04,0.001,False
144.03,0,None,-91.79,28.57,83.22,0.0,False
41.19,3,Concrete,-63.51,-18.84,102.35,0.4351,True
45.1,0,None,-69.63,16.49,73.14,0.0,False
124.14,3,Concrete,-85.65,-6.28,111.93,0.2478,True
40.96,1,Glass,-91.9,37.6,74.3,0.0,False
62.89,4,Glass,-72.8,8.78,84.03,0.0001,False
81.59,4,Concrete,-80.84,-17.45,118.29,0.4203,True
68.78,2,Concrete,-60.24,-16.56,96.8,0.4098,True
142.29,4,Glass,-83.62,12.5,91.12,0.0,False
51.24,1,Glass,-83.45,27.21,76.25,0.0,False
35.06,3,Concrete,-95.27,14.32,100.95,0.0,False
58.21,3,Concrete,-79.43,-5.93,105.35,0.2353,True
57.01,0,None,-76.53,21.36,75.17,0.0,False
131.6,1,Concrete,-70.84,-1.6,92.44,0.1185,True
97.59,2,Glass,-60.82,-3.02,83.84,0.1593,True
46.54,3,Glass,-77.1,17.68,79.41,0.0,False
190.99,4,Concrete,-65.5,-40.17,125.67,0.4847,True
133.24,3,Concrete,-74.99,-17.55,112.55,0.4224,True
57.93,3,Glass,-93.99,32.68,81.31,0.0,False
58.73,1,Glass,-69.17,11.74,77.43,0.0,False
179.68,0,None,-82.68,17.53,85.14,0.0,False
154.42,4,Concrete,-80.61,-23.22,123.83,0.456,True
129.47,4,Concrete,-78.08,-24.22,122.3,0.4676,True
101.84,1,Glass,-76.94,14.72,82.21,0.0,False
131.27,1,Concrete,-90.15,17.73,92.42,0.0,False
66.04,0,None,-64.39,7.94,76.45,0.0,False
18.82,1,Glass,-61.8,14.26,67.55,0.0,False
95.03,0,None,-81.26,21.65,79.61,0.0,False
128.85,4,Concrete,-71.85,-30.4,122.26,0.4859,True
171.14,0,None,-84.73,20.0,84.72,0.0,False
33.63,3,Concrete,-66.32,-14.26,100.59,0.3965,True
63.08,3,Concrete,-98.54,12.49,106.05,0.0,False
60.24,3,Concrete,-66.98,-18.67,105.65,0.4331,True
84.93,3,Glass,-69.09,4.45,84.64,0.0085,False
169.72,3,Glass,-86.03,15.38,90.65,0.0,False
88.24,3,Concrete,-72.59,-16.38,108.97,0.4138,True
189.28,1,Concrete,-82.88,7.29,95.6,0.0008,False
102.13,0,None,-75.1,14.86,80.24,0.0,False
181.66,1,Concrete,-78.4,3.17,95.24,0.0225,False
185.67,2,Concrete,-94.78,9.35,105.43,0.0,False
23.37,4,Concrete,-75.45,-11.97,107.43,0.3556,True
78.41,2,Glass,-64.08,2.14,81.94,0.0328,False
120.26,4,Glass,-88.43,18.78,89.66,0.0,False
147.69,2,Concrete,-85.68,2.24,103.44,0.0335,False
15.4,2,Concrete,-84.93,21.13,83.81,0.0,False
176.69,2,Concrete,-82.54,-2.45,105.0,0.1424,True
26.63,0,None,-86.81,38.25,68.56,0.0,False
50.42,0,None,-86.01,31.9,74.11,0.0,False
160.54,2,Glass,-82.27,14.1,88.17,0.0,False
113.47,4,Glass,-71.85,2.7,89.15,0.0277,False
120.59,3,Concrete,-80.22,-11.46,111.68,0.3464,True
78.18,2,Glass,-89.78,27.86,81.92,0.0,False
39.25,4,Concrete,-70.8,-21.13,111.93,0.4494,True
85.97,0,None,-90.18,31.43,78.74,0.0,False
93.67,2,Concrete,-97.85,18.37,99.49,0.0,False
121.74,0,None,-99.74,37.98,81.76,0.0,False
79.46,4,Glass,-68.47,2.41,86.06,0.0325,False
157.67,0,None,-73.14,9.13,84.01,0.0,False
178.89,1,Glass,-89.73,22.62,87.11,0.0,False
91.59,2,Concrete,-94.19,14.9,99.29,0.0,False
43.22,2,Glass,-80.44,23.67,76.77,0.0,False
72.95,2,Glass,-95.57,34.26,81.31,0.0,False
158.07,1,Concrete,-95.21,21.18,94.03,0.0,False
192.46,0,None,-85.02,19.28,85.74,0.0,False
143.83,3,Concrete,-92.85,-0.36,113.21,0.0859,False
59.39,1,Concrete,-99.89,34.36,85.53,0.0,False
144.09,1,Glass,-67.58,2.35,85.23,0.0335,False
169.26,4,Glass,-70.68,-1.94,92.63,0.1268,True
103.85,0,None,-70.71,10.32,80.38,0.0,False
23.5,0,None,-72.51,25.04,67.48,0.0,False
59.34,1,Concrete,-85.25,19.73,85.52,0.0,False
62.34,2,Concrete,-86.78,10.83,95.95,0.0,False
159.23,0,None,-71.63,7.53,84.09,0.0005,False
188.13,3,Concrete,-92.69,-2.85,115.54,0.1575,True
155.9,3,Concrete,-99.12,5.21,113.91,0.0051,False
126.75,2,Concrete,-78.25,-3.86,102.11,0.1815,True
43.27,2,Concrete,-75.32,2.54,92.78,0.0286,False
170.53,0,None,-92.4,27.71,84.69,0.0,False
129.83,4,Concrete,-99.62,-2.7,122.32,0.1509,True
56.73,2,Concrete,-97.24,22.11,95.13,0.0,False
36.68,0,None,-70.31,18.96,71.34,0.0,False
83.28,2,Glass,-67.93,5.47,82.47,0.0036,False
169.05,3,Glass,-81.98,11.37,90.61,0.0,False
194.16,0,None,-85.14,19.32,85.82,0.0,False
173.05,3,Concrete,-95.96,1.14,114.82,0.0513,False
111.24,3,Glass,-63.01,-3.97,86.98,0.1838,True
72.16,4,Glass,-96.51,31.29,85.22,0.0,False
105.21,3,Glass,-68.66,2.16,86.49,0.0366,False
62.77,4,Concrete,-92.93,-3.08,116.01,0.1545,True
75.72,2,Glass,-98.84,37.2,81.64,0.0,False
10.89,1,Glass,-88.25,45.46,62.79,0.0,False
80.5,1,Concrete,-96.13,27.96,88.17,0.0,False
71.11,0,None,-95.62,38.52,77.09,0.0,False
65.29,4,Glass,-71.78,7.43,84.35,0.0002,False
55.98,0,None,-71.85,16.83,75.01,0.0,False
131.42,0,None,-77.8,15.38,82.43,0.0,False
47.65,1,Concrete,-61.14,-2.48,83.62,0.1424,True
78.99,1,Concrete,-87.21,19.21,88.01,0.0,False
56.23,0,None,-83.59,28.53,75.05,0.0,False
10.52,0,None,-66.84,26.35,60.49,0.0,False
111.26,3,Concrete,-60.11,-30.87,110.98,0.4834,True
54.27,2,Concrete,-71.54,-3.2,94.74,0.1702,True
51.79,1,Glass,-61.3,4.96,76.34,0.0063,False
72.39,4,Concrete,-81.96,-15.28,117.25,0.4008,True
50.31,3,Glass,-93.97,33.89,80.09,0.0,False
183.01,3,Concrete,-79.18,-16.12,115.3,0.4134,True
173.2,3,Glass,-68.0,-2.83,90.83,0.1503,True
102.74,3,Glass,-91.5,25.21,86.29,0.0,False
178.32,3,Glass,-68.21,-2.86,91.08,0.155,True
44.34,3,Glass,-66.72,7.74,78.99,0.0002,False
30.5,2,Glass,-63.59,9.85,73.74,0.0,False
32.28,2,Concrete,-74.02,3.79,90.23,0.015,False
92.83,3,Glass,-79.23,13.82,85.41,0.0,False
43.32,3,Concrete,-88.24,5.45,102.79,0.0035,False
95.45,3,Glass,-89.34,23.69,85.65,0.0,False
179.79,3,Concrete,-81.48,-13.67,115.15,0.3849,True
73.24,4,Concrete,-90.28,-7.06,117.35,0.2576,True
154.63,0,None,-61.68,-2.16,83.84,0.1373,True
176.28,1,Glass,-64.59,-2.39,86.98,0.1387,True
144.64,2,Glass,-83.77,16.51,87.26,0.0,False
172.81,3,Glass,-65.2,-5.6,90.81,0.2307,True
67.12,1,Concrete,-90.67,24.08,86.59,0.0,False
45.24,2,Glass,-64.77,7.6,77.17,0.0003,False
88.55,4,Concrete,-85.29,-13.71,119.0,0.3921,True
181.81,1,Concrete,-82.55,7.3,95.25,0.0005,False
11.05,2,Glass,-99.54,54.62,64.92,0.0,False
85.53,1,Concrete,-74.68,5.99,88.7,0.0021,False
119.52,0,None,-67.9,6.3,81.6,0.0017,False
119.59,4,Concrete,-64.21,-37.4,121.61,0.4932,True
54.0,4,Concrete,-60.06,-34.64,114.7,0.4922,True
84.95,2,Concrete,-98.61,19.98,98.64,0.0,False
25.52,3,Concrete,-83.78,5.58,98.19,0.004,False
60.47,2,Glass,-87.07,27.38,79.68,0.0,False
51.53,0,None,-82.82,28.52,74.3,0.0,False
162.84,0,None,-64.49,0.2,84.29,0.0762,False
136.85,1,Concrete,-91.79,19.02,92.78,0.0,False
126.22,0,None,-65.16,3.08,82.08,0.0199,False
34.1,1,Glass,-95.12,42.41,72.71,0.0,False
49.21,2,Glass,-64.52,6.63,77.89,0.0019,False
162.68,3,Glass,-98.42,28.13,90.28,0.0,False
77.69,1,Concrete,-73.48,5.62,87.86,0.0028,False
77.42,3,Concrete,-61.74,-26.1,107.83,0.4733,True
62.03,2,Glass,-97.96,38.06,79.91,0.0,False
36.77,1,Concrete,-60.38,-0.98,81.36,0.1026,True
188.83,1,Glass,-75.18,7.61,87.58,0.0004,False
134.52,4,Concrete,-79.59,-23.04,122.63,0.4643,True
92.7,4,Glass,-62.96,-4.44,87.4,0.2039,True
172.35,3,Glass,-81.81,11.03,90.78,0.0,False
136.23,3,Concrete,-61.09,-31.65,112.74,0.4794,True
69.76,1,Glass,-79.7,20.77,78.93,0.0,False
73.6,3,Concrete,-90.58,3.19,107.39,0.0204,False
179.15,4,Concrete,-64.35,-40.76,125.12,0.4958,True
192.05,4,Glass,-91.6,17.88,93.72,0.0,False
171.92,4,Concrete,-72.15,-32.61,124.76,0.4913,True
49.99,3,Glass,-95.33,35.3,80.03,0.0,False
88.97,3,Concrete,-61.99,-27.05,109.04,0.476,True
78.28,2,Glass,-84.69,22.76,81.93,0.0,False
199.81,4,Glass,-61.14,-12.92,94.07,0.3861,True
88.89,0,None,-94.46,35.43,79.03,0.0,False
27.8,3,Concrete,-68.27,-10.66,98.93,0.3434,True
107.62,1,Concrete,-82.03,11.34,90.69,0.0,False
91.76,2,Concrete,-96.18,16.87,99.31,0.0,False
142.28,2,Concrete,-77.28,-5.83,103.12,0.2339,True
172.64,0,None,-68.62,3.82,84.8,0.0151,False
33.76,2,Glass,-95.51,40.88,74.62,0.0,False
35.55,0,None,-74.02,22.95,71.07,0.0,False
99.25,2,Concrete,-98.99,19.0,99.99,0.0,False
88.77,3,Concrete,-76.6,-12.42,109.02,0.3737,True
181.46,1,Glass,-70.74,3.51,87.23,0.0184,False
156.39,1,Concrete,-69.75,-4.18,93.94,0.1947,True
100.75,1,Concrete,-60.06,-10.06,90.12,0.3319,True
134.01,3,Glass,-91.5,22.91,88.6,0.0,False
112.6,1,Glass,-82.26,19.18,83.09,0.0,False
56.22,0,None,-77.37,22.32,75.05,0.0,False
168.95,1,Glass,-72.29,5.68,86.61,0.0034,False
37.13,0,None,-72.17,20.72,71.45,0.0,False
189.58,1,Glass,-67.14,-0.47,87.61,0.0919,False
195.31,3,Glass,-84.0,12.13,91.87,0.0,False
150.3,1,Glass,-97.17,31.58,85.59,0.0,False
49.72,1,Concrete,-80.05,16.07,83.98,0.0,False
90.17,2,Concrete,-64.87,-14.29,99.16,0.3913,True
82.25,4,Concrete,-91.55,-6.8,118.36,0.2541,True
28.21,2,Concrete,-66.01,-3.05,89.06,0.1609,True
146.02,3,Glass,-77.06,7.72,89.34,0.0001,False
13.64,3,Concrete,-95.33,22.58,92.75,0.0,False
61.4,3,Concrete,-90.96,5.14,105.82,0.006,False
36.01,1,Concrete,-74.53,13.34,81.18,0.0,False
144.09,3,Glass,-90.4,21.17,89.23,0.0,False
169.06,0,None,-82.88,18.26,84.62,0.0,False
83.06,2,Concrete,-67.31,-11.14,98.44,0.343,True
195.88,1,Glass,-67.04,-0.85,87.89,0.1003,True
183.88,4,Glass,-75.49,2.15,93.34,0.0301,False
133.83,4,Concrete,-99.23,-3.36,122.59,0.1681,True
74.2,1,Concrete,-67.58,0.12,87.46,0.0728,False
113.62,2,Glass,-87.91,22.74,85.16,0.0,False
101.87,2,Concrete,-72.59,-7.62,100.22,0.2662,True
167.68,4,Concrete,-98.98,-5.56,124.54,0.2291,True
124.12,2,Glass,-77.44,11.51,85.93,0.0,False
38.4,3,Glass,-87.96,30.22,77.74,0.0,False
76.34,3,Concrete,-79.83,-7.87,107.71,0.2841,True
123.18,0,None,-83.03,21.17,81.86,0.0,False
61.8,0,None,-95.71,39.84,75.87,0.0,False
187.23,2,Concrete,-62.29,-23.21,105.5,0.4552,True
103.52,4,Concrete,-88.65,-11.7,120.35,0.3592,True
75.45,2,Concrete,-73.71,-3.9,97.61,0.1844,True
40.96,1,Concrete,-73.22,10.92,82.3,0.0,False
123.87,3,Concrete,-66.35,-25.57,111.91,0.4658,True
93.13,4,Concrete,-89.52,-9.92,119.44,0.3288,True
190.69,2,Glass,-65.54,-4.12,89.66,0.1932,True
199.24,2,Concrete,-74.49,-11.55,106.04,0.3558,True
187.95,3,Glass,-72.22,0.69,91.53,0.0616,False
26.83,2,Glass,-69.6,16.97,72.63,0.0,False
165.55,0,None,-99.14,34.7,84.43,0.0,False
115.74,2,Glass,-91.14,25.82,85.32,0.0,False
37.18,0,None,-89.86,38.4,71.46,0.0,False
119.62,4,Concrete,-61.12,-40.49,121.61,0.496,True
27.86,3,Concrete,-75.84,-3.11,98.95,0.1603,True
141.05,2,Concrete,-90.25,7.21,103.04,0.0006,False
67.57,1,Concrete,-60.41,-6.24,86.65,0.2413,True
84.4,4,Concrete,-95.97,-2.61,118.58,0.1478,True
187.97,4,Concrete,-73.34,-32.19,125.54,0.4779,True
26.15,0,None,-82.48,34.08,68.4,0.0,False
89.3,2,Concrete,-89.28,10.21,99.07,0.0,False
68.64,2,Concrete,-69.8,-6.98,96.79,0.2643,True
165.47,3,Glass,-68.57,-1.86,90.43,0.1265,True
49.11,0,None,-69.0,15.12,73.88,0.0,False
103.57,3,Glass,-83.36,17.0,86.36,0.0,False
74.0,4,Glass,-66.44,1.0,85.44,0.0571,False
91.07,2,Concrete,-79.58,0.33,99.24,0.0737,False
42.71,0,None,-82.81,30.14,72.66,0.0,False
119.67,2,Glass,-97.06,31.45,85.61,0.0,False
54.39,3,Glass,-88.85,28.08,80.76,0.0,False
190.31,3,Glass,-69.22,-2.42,91.64,0.1398,True
21.76,2,Concrete,-73.84,7.03,86.81,0.0005,False
121.0,2,Concrete,-75.65,-6.06,101.71,0.2469,True
171.98,3,Concrete,-91.54,-3.23,114.76,0.1673,True
116.27,0,None,-89.03,27.67,81.36,0.0,False
196.31,2,Glass,-60.74,-9.17,89.91,0.3051,True
102.15,0,None,-64.89,4.65,80.24,0.0092,False
159.88,1,Concrete,-69.51,-4.62,94.13,0.2086,True
190.13,0,None,-96.04,30.41,85.64,0.0,False
96.27,2,Concrete,-71.77,-7.95,99.72,0.2927,True
74.1,4,Glass,-86.53,21.08,85.45,0.0,False
94.17,2,Glass,-76.71,13.18,83.53,0.0,False
195.46,2,Concrete,-74.63,-11.24,105.88,0.3485,True
107.64,3,Concrete,-96.04,5.34,110.69,0.0037,False
177.62,4,Concrete,-65.14,-39.91,125.04,0.4982,True
51.49,1,Glass,-98.26,41.97,76.29,0.0,False
87.26,3,Glass,-95.3,30.43,84.87,0.0,False
81.71,3,Concrete,-69.31,-18.99,108.3,0.4398,True
135.63,2,Glass,-87.41,20.71,86.7,0.0,False
150.82,3,Concrete,-77.03,-16.59,113.62,0.4199,True
82.07,3,Concrete,-95.31,6.97,108.34,0.0011,False
123.76,0,None,-84.38,22.47,81.91,0.0,False
29.07,3,Glass,-71.35,16.02,75.32,0.0,False
82.08,2,Concrete,-99.99,21.65,98.34,0.0,False
179.07,1,Concrete,-62.06,-13.05,95.11,0.3825,True
184.4,3,Concrete,-63.21,-32.16,115.37,0.4949,True
24.2,3,Glass,-93.17,39.44,73.73,0.0,False
125.18,1,Glass,-98.49,34.49,84.0,0.0,False
122.16,4,Concrete,-72.29,-29.5,121.79,0.4856,True
185.93,0,None,-88.83,23.39,85.44,0.0,False
17.89,4,Glass,-89.69,36.58,73.11,0.0,False
92.25,4,Concrete,-92.13,-7.22,119.35,0.2766,True
79.17,2,Concrete,-92.02,13.99,98.03,0.0,False
192.76,4,Glass,-64.68,-9.07,93.75,0.3051,True
111.84,0,None,-86.27,25.24,81.03,0.0,False
164.86,1,Concrete,-97.08,22.68,94.4,0.0,False
83.27,0,None,-75.5,17.03,78.46,0.0,False
119.01,0,None,-81.65,20.08,81.57,0.0,False
161.61,1,Glass,-80.45,14.22,86.22,0.0,False
97.3,4,Glass,-67.24,-0.58,87.82,0.0926,False
55.98,0,None,-90.89,35.88,75.01,0.0,False
54.36,3,Concrete,-99.11,14.35,104.76,0.0,False
67.78,0,None,-89.26,32.58,76.68,0.0,False
113.22,2,Glass,-86.71,21.57,85.13,0.0,False
94.9,2,Concrete,-69.61,-9.99,99.6,0.3205,True
182.25,3,Concrete,-96.15,0.89,115.27,0.0598,False
16.38,4,Concrete,-62.46,-21.88,104.34,0.4546,True
191.91,4,Concrete,-72.57,-33.15,125.72,0.4911,True
193.14,3,Glass,-97.77,26.0,91.77,0.0,False
90.21,2,Glass,-79.7,16.54,83.16,0.0,False
115.4,4,Concrete,-60.66,-40.64,121.3,0.5023,True
110.23,1,Glass,-67.34,4.44,82.9,0.0093,False
71.34,0,None,-64.67,7.55,77.12,0.0003,False
155.84,3,Concrete,-83.6,-10.3,113.91,0.3271,True
13.78,2,Glass,-80.42,33.58,66.84,0.0,False
62.84,3,Glass,-87.01,24.99,82.02,0.0,False
105.56,2,Glass,-80.92,16.4,84.52,0.0,False
83.41,2,Concrete,-76.66,-1.82,98.48,0.1304,True
134.53,4,Glass,-94.14,23.51,90.63,0.0,False
67.09,2,Concrete,-88.97,12.38,96.59,0.0,False
48.38,1,Glass,-72.62,16.87,75.75,0.0,False
45.85,2,Glass,-92.59,35.31,77.28,0.0,False
42.24,2,Glass,-89.29,32.73,76.57,0.0,False
191.0,3,Concrete,-67.76,-27.91,115.67,0.4799,True
88.32,2,Glass,-89.99,27.01,82.98,0.0,False
45.07,3,Glass,-77.84,18.71,79.13,0.0,False
137.45,1,Glass,-94.42,29.6,84.82,0.0,False
110.68,1,Glass,-98.33,35.39,82.94,0.0,False
150.89,3,Concrete,-67.23,-26.4,113.63,0.4743,True
21.5,2,Glass,-63.07,12.37,70.7,0.0,False
107.11,4,Concrete,-81.48,-19.18,120.65,0.4393,True
50.63,4,Glass,-61.66,-0.49,82.14,0.0886,False
93.12,1,Concrete,-91.83,22.4,89.44,0.0,False
58.0,1,Concrete,-97.44,32.12,85.32,0.0,False
130.55,1,Concrete,-82.5,10.13,92.37,0.0,False
164.62,2,Glass,-77.11,8.73,88.38,0.0,False
87.91,4,Concrete,-87.48,-11.45,118.93,0.3467,True
143.88,2,Concrete,-79.32,-3.9,103.21,0.1852,True
17.01,0,None,-82.42,37.75,64.67,0.0,False
170.34,2,Glass,-83.97,15.29,88.68,0.0,False
167.84,1,Concrete,-74.56,0.01,94.55,0.0776,False
79.61,0,None,-72.19,14.12,78.07,0.0,False
85.76,3,Glass,-77.9,13.18,84.72,0.0,False
138.01,2,Glass,-80.01,13.16,86.85,0.0,False
172.36,1,Concrete,-80.97,6.19,94.78,0.0024,False
14.51,1,Glass,-78.52,33.23,65.29,0.0,False
74.03,2,Glass,-93.52,32.08,81.44,0.0,False
112.57,3,Glass,-90.76,23.68,87.08,0.0,False
175.03,1,Glass,-61.94,-4.98,86.92,0.2113,True
106.66,4,Glass,-86.43,17.81,88.61,0.0,False
167.85,0,None,-63.08,-1.47,84.55,0.116,True
69.37,3,Concrete,-78.42,-8.46,106.88,0.2966,True
29.27,0,None,-64.54,15.16,69.38,0.0,False
178.06,3,Glass,-72.5,1.44,91.07,0.0464,False
138.69,0,None,-91.97,29.07,82.89,0.0,False
145.04,0,None,-71.99,8.7,83.28,0.0,False
181.17,2,Glass,-75.22,6.01,89.22,0.002,False
100.99,4,Glass,-98.14,30.0,88.14,0.0,False
46.96,2,Concrete,-62.73,-10.76,93.49,0.3424,True
163.72,4,Concrete,-73.53,-30.8,124.34,0.489,True
15.18,4,Glass,-90.88,39.2,71.68,0.0,False
118.94,4,Concrete,-90.7,-10.86,121.56,0.3419,True
18.68,0,None,-89.26,43.78,65.48,0.0,False
196.81,2,Concrete,-93.38,7.45,105.93,0.0006,False
129.57,2,Glass,-60.51,-5.8,86.3,0.2409,True
71.13,1,Glass,-83.68,24.58,79.09,0.0,False
72.29,1,Glass,-62.14,2.9,79.24,0.0206,False
28.28,4,Concrete,-79.36,-9.72,109.08,0.3269,True
61.78,0,None,-76.54,20.67,75.87,0.0,False
149.02,1,Glass,-87.12,21.6,85.52,0.0,False
124.51,3,Concrete,-94.01,2.05,111.96,0.0362,False
113.99,0,None,-92.16,30.96,81.19,0.0,False
29.77,0,None,-87.27,37.74,69.53,0.0,False
23.02,4,Glass,-87.1,31.8,75.3,0.0,False
123.6,4,Concrete,-76.69,-25.21,121.89,0.4632,True
85.69,0,None,-75.74,17.03,78.71,0.0,False
148.83,4,Concrete,-95.51,-7.99,123.51,0.2806,True
178.61,4,Glass,-97.51,24.42,93.09,0.0,False
126.91,4,Glass,-82.37,12.25,90.12,0.0,False
186.73,3,Concrete,-90.78,-4.7,115.48,0.2031,True
111.74,4,Concrete,-96.01,-5.01,121.02,0.2084,True
143.46,4,Glass,-63.42,-7.77,91.19,0.276,True
87.76,3,Concrete,-65.2,-23.72,108.92,0.4713,True
13.32,0,None,-91.08,48.54,62.54,0.0,False
162.46,0,None,-94.5,30.23,84.27,0.0,False
57.19,2,Glass,-81.14,21.94,79.2,0.0,False
24.66,2,Glass,-86.15,34.25,71.9,0.0,False
109.99,1,Concrete,-66.55,-4.33,90.88,0.194,True
19.55,1,Glass,-98.19,50.32,67.88,0.0,False
134.75,3,Concrete,-78.75,-13.9,112.64,0.3856,True
21.25,2,Concrete,-81.58,14.98,86.6,0.0,False
57.65,2,Glass,-95.82,36.55,79.27,0.0,False
133.06,0,None,-92.66,30.13,82.53,0.0,False
118.74,1,Concrete,-64.43,-7.12,91.55,0.2645,True
26.5,3,Concrete,-78.95,0.43,98.52,0.0716,False
27.86,3,Concrete,-73.71,-5.24,98.95,0.2143,True
27.41,3,Glass,-99.2,44.39,74.81,0.0,False
165.52,2,Concrete,-98.46,14.03,104.43,0.0,False
90.9,0,None,-77.74,18.51,79.23,0.0,False
195.26,0,None,-83.12,17.26,85.87,0.0,False
73.61,0,None,-63.59,6.2,77.39,0.0018,False
155.86,1,Concrete,-82.5,8.59,93.91,0.0001,False
195.32,3,Concrete,-87.37,-8.49,115.87,0.2965,True
190.16,0,None,-67.03,1.39,85.64,0.0486,False
124.11,1,Glass,-92.19,28.26,83.93,0.0,False
57.69,0,None,-78.84,23.57,75.28,0.0,False
73.53,0,None,-79.8,22.41,77.38,0.0,False
39.3,0,None,-86.24,34.3,71.94,0.0,False
163.42,1,Glass,-95.33,29.01,86.32,0.0,False
181.17,2,Glass,-63.45,-5.76,89.22,0.2331,True
160.8,4,Concrete,-98.91,-5.27,124.18,0.2196,True
66.6,4,Glass,-96.97,32.45,84.52,0.0,False
191.93,4,Glass,-81.38,7.66,93.72,0.0005,False
74.03,2,Concrete,-68.33,-9.12,97.44,0.3093,True
148.99,4,Concrete,-95.52,-7.99,123.52,0.2775,True
198.3,3,Concrete,-62.03,-33.97,116.0,0.4859,True
102.8,3,Glass,-99.64,33.35,86.29,0.0,False
128.72,2,Glass,-60.98,-5.26,86.25,0.2216,True
92.84,1,Glass,-95.89,34.48,81.41,0.0,False
51.94,2,Glass,-62.55,4.18,78.36,0.0111,False
84.13,2,Concrete,-62.44,-16.11,98.55,0.4072,True
125.77,2,Concrete,-92.4,10.35,102.05,0.0,False
187.01,4,Concrete,-79.71,-25.78,125.49,0.4796,True
168.99,0,None,-89.31,24.69,84.61,0.0,False
76.59,3,Glass,-86.64,22.9,83.74,0.0,False
139.08,2,Concrete,-85.05,2.13,102.92,0.0311,False
107.24,4,Concrete,-71.06,-29.6,120.66,0.4895,True
188.43,0,None,-68.38,2.83,85.56,0.0257,False
35.56,0,None,-75.91,24.84,71.07,0.0,False
164.37,2,Glass,-77.51,9.14,88.37,0.0,False
55.74,3,Glass,-72.89,11.92,80.98,0.0,False
56.25,2,Glass,-66.24,7.18,79.06,0.0006,False
100.88,3,Glass,-86.46,20.33,86.13,0.0,False
91.86,4,Concrete,-72.81,-26.51,119.32,0.4767,True
93.95,1,Concrete,-70.0,0.49,89.51,0.0668,False
10.33,2,Glass,-64.98,20.64,64.34,0.0,False
56.78,3,Glass,-81.45,20.32,81.14,0.0,False
166.16,2,Glass,-90.76,22.3,88.46,0.0,False
72.18,0,None,-99.24,42.01,77.22,0.0,False
108.71,1,Glass,-76.78,14.0,82.78,0.0,False
174.65,4,Concrete,-73.93,-30.97,124.9,0.4823,True
37.44,0,None,-62.93,11.41,71.52,0.0,False
147.72,4,Glass,-60.35,-11.1,91.44,0.3501,True
190.13,2,Glass,-91.69,22.05,89.64,0.0,False
126.61,4,Glass,-64.65,-5.45,90.1,0.2247,True
188.95,3,Concrete,-70.06,-25.52,115.58,0.4697,True
155.1,4,Concrete,-75.44,-28.42,123.87,0.4927,True
144.74,0,None,-62.28,-0.98,83.27,0.1066,True
152.46,2,Glass,-63.11,-4.61,87.72,0.1966,True
15.05,1,Glass,-72.55,26.95,65.61,0.0,False
160.47,1,Concrete,-76.83,2.67,94.16,0.0255,False
26.65,4,Concrete,-83.84,-4.73,108.57,0.202,True
126.69,1,Glass,-79.96,15.85,84.11,0.0,False
119.08,0,None,-96.36,34.79,81.57,0.0,False
145.74,0,None,-85.5,22.17,83.33,0.0,False
37.72,2,Glass,-91.39,35.8,75.58,0.0,False
